,title,Rate,No_of_Ratings,Format,ReleaseYear,Directed_By,Starring,Price
1801,The Quest,4.6,1538,Prime Video,1996.0,Jean-Claude Van Damme,"Jean-Claude Van Damme,Roger Moore,James Remar",3.99
1802,Memories,4.7,642,Prime Video,1995.0,Katsuhiro Otomo,Tsutomu Isobe,1.99
1803,Tracers,4.4,525,Prime Video,2015.0,Daniel Benmayor,"Taylor Lautner,Marie Avgeropoulos,Adam Rayner",1.99
1804,Boogie,4.0,4786,Prime Video,2021.0,Eddie Huang,"Taylor Takahashi,Taylour Paige,Jorge Lendeborg Jr.",1.99
1805,Cantinflas ESP,4.5,972,Prime Video,2014.0,Sebastian del Amo,"Oscar Jaenada,Michael Imperioli,Ilse Salas",3.99
1806,Exodus: Gods and Kings,4.3,15638,Prime Video,2014.0,Ridley Scott,"Christian Bale,Joel Edgerton,John Turturro,Aaron Paul",3.99
1807,The Killer,4.5,239,Prime Video,2023.0,Choi Jae-hoon,"Jang Hyuk,Lee Seo-young,Bruce Khan",3.99
1808,Stage Mother,4.4,5597,Prime Video,2020.0,Thom Fitzgerald,"Jacki Weaver,Lucy Liu,Adrian Grenier,Mya Taylor",3.99
1809,Primal Doubt,5.0,1,Prime Video,2007.0,Yelena Lanskaya,"Janine Turner,Costas Mandylor,Maeve Quinlan",3.99
1810,Mistletoe Mixup,4.1,315,Prime Video,2021.0,Andrew Lawrence,"Matthew Lawrence,Danielle C. Ryan,Joey Lawrence",3.99
1811,Autumn Stables,4.5,224,Prime Video,2018.0,Andrew Cymek,"Cindy Busby,Kevin McGarry,Alys Crocker,Dan Karpenchuk",1.79
1812,The Gift,4.7,539,Prime Video,2001.0,---,"Cate Blanchett,Gary Cole,Kim Dickens,Stuart Greer",1.79
1813,Jesse Stone: Death in Paradise,4.8,6925,Prime Video,2006.0,Robert Harmon,"Tom Selleck,Viola Davis,Vito Rezza,Kohl Sudduth",3.99
1814,Big Momma's House,4.7,3918,Prime Video,2000.0,Raja Gosnell,"Martin Lawrence,Nia Long,Paul Giamatti",3.99
1815,Dead Presidents,4.7,4239,Prime Video,1995.0,"Albert Hughes,Allen Hughes","Larenz Tate,Keith David,Chris Tucker,Terrence Howard",3.79
1816,Beauty Shop,4.8,3111,Prime Video,2005.0,Billie Woodruff,"Queen Latifah,Alicia Silverstone,Andie MacDowell",3.49
1817,JFK: The Smoking Gun,4.3,290,Prime Video,2013.0,Malcolm Mcdonald,"Larry Day,Tod Fennell,Arthur Holden,Alex Ivanovici",3.49
1818,Monster Island,4.4,169,Prime Video,2009.0,Leopoldo Aguilar,"Phillip Adrian Vasquez,Roger L. Jackson,Johnny Rose",3.49
1820,Shaft,4.6,3495,Prime Video,2000.0,John Singleton,"Samuel L. Jackson,Vanessa Williams,Jeffrey Wright",3.79
1821,THE LEGEND & BUTTERFLY,4.1,24,Prime Video,2023.0,Keishi Otomo,"Takuya Kimura,Haruka Ayase,Hideaki Ito,Miki Nakatani",3.79
1822,The Nest,4.2,21,Prime Video,2019.0,Roberto De Feo,"Francesca Cavallin,Justin Korovkin",3.79
1824,Sliver,4.3,1358,Prime Video,1993.0,Phillip Noyce,"Sharon Stone,William Baldwin,Tom Berenger",2.99
1825,Mommy Dead and Dearest,4.3,119,Prime Video,2017.0,Erin Lee Carr,"Jim Arnott,Gypsy Rose Blanchard,David Blanchard",2.99
1826,Erased,4.2,6212,Prime Video,2013.0,Philipp StÃ¶lzl,"Aaron Eckhart,Olga Kurylenko,Liana Liberato",2.99
1827,The Doors,4.6,4314,Prime Video,1991.0,---,"Val Kilmer,Meg Ryan,Kyle MacLachlan,Frank Whaley",3.99
1828,Beauty And The Beast,4.6,1259,Prime Video,2016.0,Christophe Gans,"Vincent Cassel,Lea Seydoux,Andre Dussollier",3.99
1829,Kicking And Screaming,4.6,3100,Prime Video,2005.0,Jesse Dylan,"Will Ferrell,Robert Duvall,Mike Ditka",3.99
1830,True To The Game,4.7,3374,Prime Video,2017.0,Preston A. Whitmore II,"Vivica A. Fox,Columbus Short,Nelsan Ellis",3.99
1831,Harry Potter And The Prisoner Of Azkaban,4.9,59720,Prime Video,2004.0,Alfonso CuarÃ³n,"Daniel Radcliffe,Rupert Grint,Emma Watson",3.79
1832,The Exorcist,4.6,16759,Prime Video,1973.0,William Friedkin,"Ellen Burstyn,Max von Sydow,Linda Blair",3.99
1833,The Fighter,4.7,3195,Prime Video,2010.0,David O. Russell,"Mark Wahlberg,Christian Bale,Amy Adams,Melissa Leo",3.89
1834,Halloween: Resurrection,4.4,3945,Prime Video,2002.0,Rick Rosenthal,"Jamie Lee Curtis,Busta Rhymes,Bianca Kajlich",2.99
1835,Marineland Carnival with The Munsters TV Cast Members,4.4,129,Prime Video,1965.0,Various,"Fred Gwynne,Yvonne De Carlo,Al Lewis,Pat Priest",2.99
1836,Chernobyl Diaries,4.4,3339,Prime Video,2012.0,"Bradley Parker,Brad Parker","Ingrid Bolso Berdal,Dimitri Diatchenko",2.99
1837,The Reality of Love,4.3,274,Prime Video,2004.0,Sheldon Larry,"Bradley Cooper,Jason Priestley,Emma Caulfield Ford",2.99
1838,Tyler Perry's A Madea Christmas - The Play,4.6,3119,Prime Video,2011.0,Tyler Perry,"Tyler Perry,Cassi Davis",3.99
1840,The Score,4.6,2085,Prime Video,2001.0,Frank Oz,"Robert De Niro,Edward Norton,Angela Bassett",3.99
1841,Reminiscence,4.1,1876,Prime Video,2021.0,Lisa Joy,"Hugh Jackman,Rebecca Ferguson,Thandiwe Newton",3.99
1842,Judy,4.3,23305,Prime Video,2019.0,---,"RenÃ©e Zellweger,Rufus Sewell,Michael Gambon",3.99
1843,Butter (2011),4.1,1931,Prime Video,2011.0,Jim Field Smith,"Jennifer Garner,Ty Burrell,Olivia Wilde,Rob Corddry",3.99
1844,Red Wing,4.0,300,Prime Video,2013.0,Will Wallace,"Glen Powell,Breann Johnson,Bill Paxton,Luke Perry",3.99
1845,The Monster Squad,4.7,4929,Prime Video,1987.0,Fred Dekker,"Andre Gower,Stephen Macht,Tom Noonan,Ryan Lambert",3.99
1846,Apache Warrior,4.5,226,Prime Video,2017.0,"David Salzberg,Christian Tureaud","Mike Barbee,Kevin Christensen,Carrie Bruhl",3.99
1847,The Last House On The Left (Unrated),4.2,1339,Prime Video,1972.0,Wes Craven,"Marc Sheffler,David Hess",3.99
1848,"South Park: Bigger, Longer & Uncut",4.8,6947,Prime Video,1999.0,Trey Parker,"Eric Idle,George Clooney,Isaac Hayes,Trey Parker",3.59
1849,Girls Just Want to Have Fun,4.8,1856,Prime Video,1985.0,Alan Metter,"Sarah Jessica Parker,Helen Hunt,Shannen Doherty",2.99
1850,Paradise Highway,4.2,3840,Prime Video,2022.0,Anna Gutto,"Cameron Monaghan,Frank Grillo,Morgan Freeman",2.99
1851,Night Passage,4.8,9478,Prime Video,2006.0,Robert Harmon,"Tom Selleck,Stephen Baldwin,Stephanie March",3.59
1852,Bill & Ted's Excellent Adventure,4.6,14024,Prime Video,1989.0,Stephen Herek,"Keanu Reeves,Alex Winter,Bernie Casey",3.59
1853,Chef,4.8,12545,Prime Video,2014.0,Jon Favreau,"Jon Favreau,SofÃ­a Vergara,John Leguizamo",3.59
1854,Hello,4.2,21,Prime Video,2022.0,Tamara Bass,"Eva Marcille,Deborah Joy Winans,Mahdi Cocci",3.59
1855,Jerry Lewis: The Man Behind the Clown,4.4,12,Prime Video,2016.0,Gregory Monro,"Martin Scorsese,Sean Hayes,Tony Lewis,Pierre Etaix",3.59
1856,Uncle P,4.3,117,Prime Video,2008.0,Bernard Gourley,"Master P,Romeo Miller,Tony Cox",3.59
1857,The World is Not Enough,4.6,2769,Prime Video,1999.0,Michael Apted,"Pierce Brosnan,Denise Richards,Sophie Marceau",3.89
1858,Furry Vengeance,4.6,1456,Prime Video,2010.0,Roger Kumble,"Brendan Fraser,Brooke Shields,Angela Kinsey",3.89
1859,Hansel & Gretel Get Baked,4.2,206,Prime Video,2013.0,Duane Journey,"Lara Flynn Boyle,Molly C. Quinn,Michael Welch",3.89
1860,Caged Animal,4.2,176,Prime Video,2010.0,Ryan Combs,"Ving Rhames,Nipsey Hussle,Gillie Da Kid",9.99
1861,The Killing Secret,4.5,222,Prime Video,1997.0,Noel Nosseck,"Ari Meyers,Soleil Moon Frye,John O'Hurley,Tess Harper",9.99
1862,Uncle Frank,4.7,3045,Prime Video,2020.0,Alan Ball,"Paul Bettany,Sophia Lillis,Peter Macdissi,Judy Greer",9.99
1863,Snoop Dogg's Hood of Horror,4.4,227,Prime Video,2006.0,Stacy Title,"Snoop Dogg,Hawthorne James,Danny Trejo",9.99
1864,Foreclosure,4.0,2,Prime Video,2022.0,Brett Bentman,"Samara Gonzalez,Derrick Redford,Brooks Ryan",9.99
1865,Tyler Perry's Daddy's Little Girls,4.8,1171,Prime Video,2007.0,Tyler Perry,"Gabrielle Union,Idris Elba,Louis Gossett Jr.",9.99
1866,Saw II,4.5,1451,Prime Video,2005.0,Darren Lynn Bousman,"Tobin Bell,Noam Jenkins,Shawnee Smith,Donnie Wahlberg",9.99
1867,Romance in Hawaii,5.0,9,Prime Video,2022.0,Nanea Miyata,"Kelley Jakle,Cedric Jonathan,Peter Porte",9.99
1868,The Mechanic,4.6,1256,Prime Video,1972.0,Michael Winner,"Charles Bronson,Jan-Michael Vincent,Keenan Wynn",9.99
1869,Leprechaun 6: Back 2 Tha Hood,4.3,423,Prime Video,2003.0,Steven Ayromlooi,"Warwick Davis,Tangi Miller,Laz Alonso,Sticky Fingaz",2.99
1870,Doc West,4.4,189,Prime Video,2010.0,"Terence Hill,Giulio Base","Terence Hill,Paul Sorvino,Ornella Muti",2.99
1871,The Monkey King 2,4.5,578,Prime Video,2016.0,Soi Cheang,"Aaron Kwok,Gong Li,Shaofeng Feng",2.99
1872,Hotel Artemis,4.2,4794,Prime Video,2018.0,Drew Pearce,"Jodie Foster,Sofia Boutella,Dave Bautista",2.99
1874,Heavenly Deposit,4.5,451,Prime Video,2019.0,"George Vincent,Rick Irvin","John Savage,Peter Jason,Barry Van Dyke,Alisa Reyes",2.99
1875,The Engagement Ring,4.4,162,Prime Video,2005.0,Steven Schachter,"Patricia Heaton,Vincent Spano,Tony Lo Bianco",2.99
1876,Romance in the Wilds,4.1,682,Prime Video,2021.0,Justin G. Dyck,"Kaitlyn Leeb,Victor Zinck Jr.,Melinda Shankar",2.99
1877,Dinner Rush,4.7,387,Prime Video,2001.0,Bob Giraldi,"Danny Aiello,John Rothman,Edoardo Ballerini,Vivian Wu",3.99
1878,The Midwife's Deception,4.1,39,Prime Video,2018.0,Letia Clouston,"Katie Savoy,Penelope Mitchell,Billy Armstrong",1.99
1879,Knives Out,4.6,92245,Prime Video,2019.0,Rian Johnson,"Daniel Craig,Chris Evans,Jamie Lee Curtis",3.79
1880,My Big Fat Greek Wedding 2,4.7,12295,Prime Video,2016.0,Kirk Jones,"Nia Vardalos,John Corbett,Lainie Kazan,Gia Carides",3.99
1881,Wild Things,4.5,3200,Prime Video,1998.0,John McNaughton,"Kevin Bacon,Matt Dillon,Neve Campbell,Theresa Russell",3.59
1882,Four Four Forty Four,4.4,14,Prime Video,2022.0,Izu Ojukwu,"Richard Mofe Damijo,Nse Ikpe Etim,Atunyota Akpobome",3.59
1883,Gaslight (1944),4.7,4637,Prime Video,1944.0,George Cukor,"Charles Boyer,Ingrid Bergman",3.59
1884,St. Vincent,4.6,8497,Prime Video,2014.0,Theodore Melfi,"Bill Murray,Melissa McCarthy,Naomi Watts,Chris O'Dowd",3.59
1885,Everything You Always Wanted To Know About Sex * But Were Afraid To Ask,4.0,692,Prime Video,1972.0,Woody Allen,"Woody Allen,John Carradine,Lou Jacobi,Louise Lasser",3.59
1886,Redeeming Love,4.6,7837,Prime Video,2022.0,D.J. Caruso,"Nina Dobrev,Eric Dane,Famke Janssen,Tom Lewis",3.59
1887,The Midwife's Deception,4.1,39,Prime Video,2018.0,Letia Clouston,"Katie Savoy,Penelope Mitchell,Billy Armstrong",1.99
1888,Mythica: A Quest For Heroes,4.1,1340,Prime Video,2014.0,Anne K. Black,"Melanie Stone,Kevin Sorbo,Jake Stormoen,Adam Johnson",1.99
1889,Uncle Frank,4.7,3045,Prime Video,2020.0,Alan Ball,"Paul Bettany,Sophia Lillis,Peter Macdissi,Judy Greer",1.99
1890,Bullet Proof,4.1,529,Prime Video,2022.0,James C. Clayton,"Vinnie Jones,Lina Lecompte,Jame Clayton",1.99
1891,Spirited Away,4.9,27752,Prime Video,2003.0,Hayao Miyazaki,"Daveigh Chase,Jason Marsden,Suzanne Pleshette",1.99
1892,I Am Dragon,4.7,3738,Prime Video,2017.0,Indar Dzhendubaev,"Matvey Lykov,Mariya Poezzhaeva",1.99
1893,Hummingbirds,4.6,196,Prime Video,2013.0,Paul Reddish,David Attenborough,1.99
1894,Who Made the Potatoe Salad?,4.2,97,Prime Video,2006.0,Coke Daniels,"Jennia Fredrique,Eddie Griffin,Ella Joyce",1.99
1895,Cahill: U.S. Marshall,4.7,2858,Prime Video,1973.0,Andrew V. McLaglen,"John Wayne,George Kennedy,Gary Grimes,Neville Brand",3.19
1896,Margrete: Queen of the North (English Dub),4.2,341,Prime Video,2021.0,Charlotte Sieling,"Trine Dyrholm,SÃ¸ren Malling,Jakob Oftebro",3.19
1897,Infinite Storm,4.0,3413,Prime Video,2022.0,Malgorzata Szumowska,"Denis O'Hare,Joshua Rollins",1.99
1899,Butter (2011),4.1,1931,Prime Video,2011.0,Jim Field Smith,"Jennifer Garner,Ty Burrell,Olivia Wilde,Rob Corddry",1.99
1900,Maze Runner: The Scorch Trials,4.6,33831,Prime Video,2015.0,Wes Ball,"Dylan O'Brien,Kaya Scodelario,Thomas Brodie-Sangster",3.79
1901,xXx: State of the Union,4.5,1355,Prime Video,2005.0,Lee Tamahori,"Ned Schmidtke,Barry Sigismondi,Xzibit,Willem Dafoe",3.79
1902,Love's Second Chance,4.2,85,Prime Video,2022.0,David I. Strasser,"Gabrielle Christian,Cody Ray Thompson",3.79
1903,Murderous Minds - The Iceman,4.2,78,Prime Video,2021.0,Top 5s,Top 5s,3.79
1904,From Dusk Till Dawn,4.6,6488,Prime Video,1996.0,Robert Rodriguez,"George Clooney,Quentin Tarantino,Harvey Keitel",3.79
1905,Infinite Storm,4.0,3413,Prime Video,2022.0,Malgorzata Szumowska,"Denis O'Hare,Joshua Rollins",1.99
1906,Journey to the West,4.6,1868,Prime Video,2013.0,"Stephen Chow,Derek Kwok","Shu Qi,Wen Zhang,Huang Bo,Show Lo",2.99
1907,Double Daddy,4.2,247,Prime Video,2015.0,Lee Friedlander,"Mollee Gray,Brittany Curran,Cameron Palatas",2.99
1908,Immortals,4.6,13561,Prime Video,2011.0,Tarsem Singh,"Henry Cavill,Stephen Dorff,Luke Evans,Isabel Lucas",2.99
1909,Redeeming Love,4.6,7837,Prime Video,2022.0,D.J. Caruso,"Nina Dobrev,Eric Dane,Famke Janssen,Tom Lewis",2.99
1910,Oh My Dog,4.7,26,Prime Video,2022.0,Sarov Shanmugam,"Arun Vijay,Arnav Vijay,Vijaykumar,Mahima Nambiar",2.99
1911,Cahill: U.S. Marshall,4.7,2858,Prime Video,1973.0,Andrew V. McLaglen,"John Wayne,George Kennedy,Gary Grimes,Neville Brand",3.19
1912,Scooby-Doo and the Witch's Ghost,4.9,4978,Prime Video,1999.0,Hanna-Barbera,"Scott Innes,Mary Kay Bergman,Frank Welker,B.J. Ward",3.19
1913,One Winter Weekend,4.6,113,Prime Video,2018.0,Gary Yates,"Taylor Cole,Nicole Blaine,Jack Turner,Rukiya Bernard",2.99
1914,IT,4.5,62722,Prime Video,2017.0,Andy Muschietti,"Jaeden Lieberher,Bill SkarsgÃ¥rd,Wyatt Oleff",3.79
1915,Cowboy And Movie Star,4.0,1,Prime Video,2023.0,Jim Cliffe,"Toby Levins,MacKenzie Porter,Dave Kenneth MacKinnon",3.79
1916,Pumpkin Pie Wars,4.8,558,Prime Video,2016.0,Steven R. Monroe,"Julie Gonzalo,Eric Aragon",0.99
1917,Project: ALF,4.3,19,Prime Video,1996.0,Dick Lowry,"Miguel Ferrer,William O'Leary,Jensen Daggett",0.99
1918,Teen Titans Go! To the Movies,4.6,5301,Prime Video,2018.0,"Aaron Horvath,Peter Rida Michail","Greg Cipes,Scott Menville,Khary Payton,Tara Strong",3.99
1919,True Justice: Vengeance is Mine,4.1,8,Prime Video,2012.0,Lauro Chartrand,Steven Seagal,3.99
1920,Camp Cool Kids,4.2,223,Prime Video,2017.0,Lisa Arnold,"Connor Rosen,Leigh-Allyn Baker,Michael Gross",3.99
1923,Cody Johnson - Dear Rodeo: The Cody Johnson Story,4.7,636,Prime Video,2021.0,Not Specified,Cody Johnson,3.99
1924,Scooby-Doo! Camp Scare,4.7,2187,Prime Video,2016.0,Ethan Spaulding,"Frank Welker,Matthew Lillard,Grey DeLisle,Mindy Cohn",3.09
1925,Legend of the Lost Tomb,4.1,6,Prime Video,1997.0,Johnathan Winfrey,"Stacy Keach,Brock Pierce,Kimberlee Peterson",3.09
1926,Joe,4.3,3381,Prime Video,2014.0,David Gordon Green,"Nicolas Cage,Tye Sheridan,Ronnie Gene Blevins,Poulter",3.09
1928,Click,4.6,4714,Prime Video,2006.0,Frank Coraci,"Adam Sandler,Kate Beckinsale,Christopher Walken",3.09
1929,Sick of Myself,4.3,55,Prime Video,2023.0,Kristoffer Borgli,"Kristine Kujath Thorp,Eirik SÃ¦ther,Fanny Vaager",3.09
1930,Insidious: Chapter 2,4.6,15534,Prime Video,2013.0,James Wan,"Patrick Wilson,Barbara Hershey,Rose Byrne,Lin Shaye",3.09
1931,Moonraker,4.6,2555,Prime Video,1979.0,Lewis Gilbert,"Roger Moore,Lois Chiles,Corinne ClÃ©ry",3.09
1933,Above Suspicion,4.3,15,Prime Video,2000.0,Stephen LaRocque,"Scott Bakula,Annabella Sciorra,George Dzunda",3.09
1934,Love Lessons,4.4,25,Prime Video,2000.0,Douglas Barr,"Patty Duke,Ronny Cox,Max Martini,Beverley Elliott",3.09
1935,The Prestige,4.7,10404,Prime Video,2006.0,Christopher Nolan,"Hugh Jackman,Christian Bale,Michael Caine",3.79
1936,Spirited Away,4.9,27752,Prime Video,2003.0,Hayao Miyazaki,"Daveigh Chase,Jason Marsden,Suzanne Pleshette",3.79
1937,Marked for Death,4.6,3034,Prime Video,1990.0,Dwight H. Little,"Steven Seagal,Basil Wallace,Keith David,Joanna Pacula",3.79
1938,Christmas Cartoons: 14 Christmas Cartoon Classics - 2 Hours of Holiday Favorites,4.0,722,Prime Video,2016.0,Max Fleischer,"Paul Wing,Rudolph the Red-Nosed Reindeer,Santa Claus",3.79
1939,John Grisham's The Rainmaker,4.7,3749,Prime Video,1997.0,Francis Ford Coppola,"Matt Damon,Claire Danes,Jon Voight,Mary Kay Place",4.29
1940,The Rugrats Movie,4.8,1349,Prime Video,1998.0,"Igor Kovalyov,Norton Virgien","Elizabeth Daily,Christine Cavanaugh,Kath Soucie",3.99
1941,Jeff Dunham: Minding The Monsters,4.5,93,Prime Video,2012.0,"Manny Rodriguez,Matthew McNeil",Jeff Dunham,3.99
1942,Indiana Jones and the Raiders of the Lost Ark,4.8,8604,Prime Video,1981.0,Steven Spielberg,"Harrison Ford,Karen Allen,Paul Freeman,Ronald Lacey",3.39
1943,Gifted,4.7,16647,Prime Video,2017.0,Marc Webb,"Mckenna Grace,Chris Evans,Lindsay Duncan",3.99
1944,Christmas on the Bayou,4.3,308,Prime Video,2013.0,Leslie Hope,"Hilarie Burton,Tyler Hilton,Randy Travis",1.99
1946,Vicky Cristina Barcelona,4.5,2631,Prime Video,2008.0,Woody Allen,"Rebecca Hall,Scarlett Johansson,Penelope Cruz",3.99
1947,Universal Soldier,4.6,2053,Prime Video,1992.0,Roland Emmerich,"Jean-Claude Van Damme,Dolph Lundgren,Ally Walker",5.99
1948,George and the Dragon,4.0,117,Prime Video,2006.0,Tom Reeve,"James Purefoy,Piper Perabo,Patrick Swayze",5.99
1949,Hummingbirds,4.6,196,Prime Video,2013.0,Paul Reddish,David Attenborough,5.99
1951,Revenge of the Nerds,4.8,1640,Prime Video,1984.0,Jeff Kanew,"Robert Carradine,Anthony Edwards,Ted McGinley",5.99
1952,Padmaavat,4.2,942,Prime Video,2018.0,Sanjay Leela Bhansali,"Deepika Padukone,Ranveer Singh,Shahid Kapoor",5.99
1953,Blood and Chocolate,4.5,872,Prime Video,2007.0,Katja Von Garnier,"Agnes Bruckner,Hugh Dancy,Bogdan Voda,Bryan Dick",5.99
1954,Mythica: A Quest For Heroes,4.1,1340,Prime Video,2014.0,Anne K. Black,"Melanie Stone,Kevin Sorbo,Jake Stormoen,Adam Johnson",5.99
1955,The Perfect Game,4.8,1753,Prime Video,2010.0,William Dear,"Clifton Collins Jr.,Cheech Marin,Moises Arias",2.99
1956,Halloween III: Season of the Witch,4.3,5093,Prime Video,1982.0,Tommy Lee Wallace,"Tom Atkins,Stacey Nelkin,Dan O'Herlihy",2.99
1957,Sherlock Gnomes,4.6,4706,Prime Video,2018.0,John Stevenson,"Emily Blunt,Johnny Depp",3.79
1958,Carmen & Lola,4.0,168,Prime Video,2023.0,Arantxa EchevarrÃ­a,"Zaira Romero,Rosy RodrÃ­guez",3.79
1959,One Special Night,4.7,1488,Prime Video,1999.0,Roger Young,"James Garner,Julie Andrews",1.99
1961,Courage Mountain,4.6,269,Prime Video,1990.0,LeitchChristopher,Sheen Charlie Caron Leslie Caton Juliette,3.99
1962,Tankers,4.2,349,Prime Video,2018.0,Konstantin Maksimov,"Andrey Chernyshov,Vladimir Epifantsev",3.99
1963,The Dark Knight Rises,4.7,31341,Prime Video,2012.0,Christopher Nolan,"Christian Bale,Michael Caine,Gary Oldman",3.99
1964,Quarantine,4.4,3376,Prime Video,2008.0,John Erick Dowdle,"Jennifer Carpenter,Jay Hernandez,Columbus Short",3.99
1965,Signs,4.7,14322,Prime Video,2002.0,M. Night Shyamalan,"Mel Gibson,Joaquin Phoenix",3.99
1966,Crawlspace,4.1,803,Prime Video,2022.0,L. Gustavo Cooper,"Henry Thomas,Bradley Stryker,Jennifer Robertson",3.99
1967,The Shootist,4.8,2298,Prime Video,1976.0,Don Siegel,"John Wayne,Lauren Bacall",3.99
1968,A Tale Of Two Cities,4.4,252,Prime Video,1980.0,Jim Goddard,"Chris Sarandon,Peter Cushing",3.99
1969,Ground Control,4.3,381,Prime Video,1999.0,Richard Howard,"Kiefer Sutherland,Robert Sean Leonard,Kelly McGillis",3.99
1970,True Grit,4.7,7109,Prime Video,2010.0,Ethan Coen,"Jeff Bridges,Matt Damon,Josh Brolin,Hailee Steinfeld",3.99
1971,In The Heat Of The Night (1967),4.8,4679,Prime Video,1967.0,---,"Rod Steiger,Sidney Poitier",3.99
1972,MYSTERY OF HER,4.0,749,Prime Video,2022.0,Nicholas DiBella,"Andrea Figliomeni,Winter Andrews,Nicolette Hart",2.99
1973,The Wicker Man (1973),4.5,2636,Prime Video,1974.0,Robin Hardy,"Edward Woodward,Diane Cilento,Britt Ekland",2.99
1974,TMNT,4.6,2505,Prime Video,2007.0,Kevin Munroe,"Chris Evans,Sarah Michelle Gellar,Mako,Kevin Smith",2.89
1975,Secrets of Nazi U-Boat Bases,5.0,1,Prime Video,2019.0,Kevin Accart,Douglas Rand,2.89
1976,Thunderbolt and Lightfoot,4.7,1583,Prime Video,1974.0,Michael Cimino,"Jeff Bridges,Clint Eastwood,Geoffrey Lewis",2.89
1977,The Care Bears Movie,4.7,1173,Prime Video,1985.0,Arna Selznick,"Mickey Rooney,Jackie Burroughs,Georgia Engel",2.89
1978,#Unfit: The Psychology of Donald Trump,4.4,12793,Prime Video,2020.0,Dan Partland,"George Conway,Anthony Scaramucci,Bill Kristol",0.99
1979,Welcome To Death Row,4.4,372,Prime Video,2022.0,"Jeff Scheftel,S. Leigh Savidge","Frank Alexander,Sam Gideon Anson,William J. Bennett",0.99
1981,Pleasure,4.0,179,Prime Video,2021.0,Ninja Thyberg,"Sofia Kappel,Evelyn Claire,Revika Anne Reustle",0.99
1982,Bronson,4.4,4556,Prime Video,2009.0,Nicolas Winding Refn,"Tom Hardy,Kelly Adams,Luing Andrews",2.79
1983,Sicario: Day of the Soldado,4.7,28037,Prime Video,2018.0,Stefano Sollima,"Benicio Del Toro,Josh Brolin,Isabela Moner",2.99
1984,Tyler Perry's Diary of a Mad Black Woman - The Play,4.8,2040,Prime Video,2005.0,Tyler Perry,"Tyler Perry,Curtis Blake,Marva King,Tamela Mann",3.99
1985,Margrete: Queen of the North (English Dub),4.2,341,Prime Video,2021.0,Charlotte Sieling,"Trine Dyrholm,SÃ¸ren Malling,Jakob Oftebro",3.99
1986,Her Final Fury: The Betty Broderick Story Part II,4.5,17,Prime Video,1992.0,Dick Lowry,"Meredith Baxter,Stephen Collins,Michelle Johnson",3.99
1987,The End Times,4.3,417,Prime Video,2006.0,Discovery Media Productions,"Tim LaHaye,Edward Hindson",3.99
1988,Northanger Abbey,4.6,3460,Prime Video,2008.0,Jon Jones,"Felicity Jones,Carey Mulligan,JJ Feild",3.99
1989,Touchback,4.6,628,Prime Video,2012.0,Don Handfield,"Brian Presley,Kurt Russell,Marc Blucas,Melanie Lynsky",3.99
1990,My Five Wives,4.4,557,Prime Video,2000.0,Sidney J. Furie,"Rodney Dangerfield,Andrew Dice Clay,Jerry Stiller",3.99
1992,The Man with the Golden Gun,4.6,1989,Prime Video,1974.0,Guy Hamilton,"Roger Moore,Christopher Lee,Britt Ekland",3.99
1993,The Bumble Nums - Season 4,4.9,24,Prime Video,2017.0,"Brett Jubinville,Laurel Dalgleish","Andy Hayward,Ken House",0.99
1994,True Heart,4.2,108,Prime Video,1999.0,Catherine Cyran,"Kirsten Dunst,Zachary Ty Bryan",0.99
1996,Grave Enounters,4.4,2364,Prime Video,2011.0,The Vicious Brothers,"Ben Wilkinson,Sean Rogerson",0.99
1997,Obsessed,4.2,128,Prime Video,2014.0,Dae-woo Kim,"Seung-heon Song,Kim Ji-yeon,Cho Yeo-jeong,Joo-Wan On",0.99
1999,Raazi,4.4,273,Prime Video,2018.0,Meghna Gulzar,"Alia Bhatt,Vicky Kaushal",0.99
2000,Scales: Mermaids Are Real,4.4,551,Prime Video,2017.0,Kevan Peterson,"Emmy Perry,Morgan Fairchild,Elisabeth RÃ¶hm",2.99
2001,High Tension,4.5,1410,Prime Video,2005.0,Alexandre Aja,"CÃ©cile De France,Maiwenn Le Besco,Franck Khalfoun",2.99
2002,Nerve,4.6,11627,Prime Video,2016.0,"Henry Joost,Ariel Schulman","Emma Roberts,Dave Franco,Juliette Lewis,Emily Meade",3.99
